label	text
0	三星在华发布全新超大屏幕智能手机GALAXY MEGA系列后，苹果股价跌破400美元，市值也较最高峰值蒸发了近3000亿美元，苹果拱手让出了全球市值最高公司的“宝座”。
1	“鲇鱼”台风挟带着的惊人雨量21日重创宜兰及台湾东北部地区，导致当地暴雨成灾。台观光部门表示，由于塌方及道路损毁，25个旅游团共559名大陆旅客被困。
1	江西省政府已明确指出，廉租房可以在经济适用住房中配建，也可以在普通 商品住房小区中配建，以防止低收入家庭远离城区被边缘化的现象。
1	在“世界中学生运动会”的筹备会上，各相关部门交换了广泛的意见。
0	在回答民主党候选人谁能赢得2008年11月美国总统大选时，54%的人认为希拉里比其他人更有可能击败共和党对手，22%的人则认为奥巴马更有望获胜。
0	针对校园暴力频发的现象，有关部门应组织法律界与教育界专家修订青少年犯罪的相关法律法规，以提高犯罪成本，震慑青少年犯罪行为
1	记者来到卧龙镇人民政府南侧的中国卧龙大熊猫博物馆前，只见这座被称为“中国唯一大熊猫博物馆”坐落在风景秀丽的山下，周围流水淙淙，绿树成荫。
1	我们必须坚持用建设生态文明的战略眼光、战略手段和战略思维，来审视、谋划、解决我国突出的环境问题，摸索出一条代价小、可持续的环境优化发展的新路子。
1	百胜在中国的餐厅数量有3000多家，旗下品牌包括肯德基、必胜客、东方既白等，去年营业额约为336亿元左右。
1	为了防止校园欺凌事件不再发生，各学校纷纷开展相关的法律教育活动。
1	他经常回忆过去的往事。
1	由于不断创新和经验积累，再加上政策扶持，使我国新能源汽车进入快速发展时期，各大汽车品牌都在新能源领域不断进步。
1	10月1日上午，京珠高速乳源段发生一宗特大交通事故，高速公路交警、高速公路管理人员、120急救人员和相关人员迅速赶到现场救援。
1	那是个早晨的春天，阳光明媚。
0	在高考制度的设计中，我们要充分考虑到高考对基础教育的巨大影响作用并有效利用这一作用来促进基础教育的改革和发展。
1	今天，我来到扬州瘦西湖的地方，游览了白塔、钧鱼台和五亭桥等风景点。
0	我们深信，爱读书，会读书，养成读书的好习惯，能使人受益终生。
1	卫生部新闻发言人5日宣布，卫生部与广东省联合专家组决定，广东省2003年12月27日报告的一例非典疑似病例为确诊病例。
1	担任今天这场比赛的裁判员是国际足球裁判罗切斯特。
1	中国的古典诗词，千百年来代代相传，许多篇章为人们熟读成诵，一个很重要的原因是因为语音和谐优美，读来琅琅上口，能给人以美的享受。
1	节日的解放碑，张灯结彩，人山人海，处处洋溢着欢乐的笑脸。
1	我们尽管推进改革30余年，但作为一个转型大国，客观地看，中国还有相当多的制度存在这样那样的问题，还有相当多的政策使经济增长和社会发展的成本居高不下。
1	地表水冻结，动物渴死，植物冻死，人类将面临水源、食物、燃料，黑暗、疾病、强辐射损伤和空气严重污染。
1	灾后重建三年目标任务两年基本完成的原因：一是十八个对口援建省市支援的结果，二是灾区干部群众自力更生所取得的成绩。
1	这支队伍最大的特点就是年轻化，他们的平均年龄都没有超过25岁；而且，他们的学历都在大专以上。
1	对于选文科还是选理科这个问题上，我一度徘徊，最终还是选择了文科，因为我一直崇拜莎士比亚。
1	我们要养成爱读书，特别是读经典，读名著，让书香满城成为无锡的城市特色。
1	一名法官接受采访时表示，《通知》对于规范法院强制执行程序，减轻来自其他政府部门的非法干预，是非常必要和及时的。
0	您好！初次见面，这是我的名片，请惠存。
1	母亲对婴儿来说就是温暖，就是食物，是婴儿感到满足和安全的快乐阶段。这一阶段用弗洛伊德的概念就是自恋阶段。
0	以个人发展和终身学习为主体的核心素养模型,应该取代以学科知识结构为核心的传统课程标准体系。
0	我先来到展厅后面的一座小山上，映人眼帘的，是一个由一块巨大的茶色玻璃构成的覆斗形上盖。
1	交通部发布了“驾驶员素质教育大纲”，督促驾驶员牢记集中注意力、仔细观察和提前预防，以保证平安出行。
1	在几千年的历史上，日本并没有遭到过真正的外来侵略，也几乎没有发生过全国范围内的内战，这无疑有利于企业在长期内平稳持续地发展并生存
1	屠呦呦获得2015年诺贝尔奖生理学或医学奖的原因，是因为她开创性地从中草药中分离出青蒿素应用于疟疾治疗。
1	在全国统筹城乡综合配套改革试验区建设的事业上，广大成都人民发挥着他们无穷的蕴藏着的力量。
1	《记念刘和珍君》《小狗包弟》这些文章可以帮助我们增长见闻，明辨是非，领悟时代精神和人生意义，难道谁能否认这个观点不正确吗？
1	将于本年度发射的“神舟十号”飞船，承担着完善载人交会对接技术和查找“神九”飞船存在的技术缺陷。
1	不管山路十分曲折艰险，他也坚持向上登。
1	为了创建文明城区，建设宜居滨海，各社区召开了多次“万人环境大清整”活动。
0	文运同国运相牵，广大文艺工作者表示，要做到胸中有大义、心中有人民、肩头有责任、笔下有乾坤，为实现中华民族伟大复兴的中国梦，创作更多优秀的作品。
1	最近，国务院颁布了稳定消费价格总水平、保障群众基本生活的若干政策和措施，这些政策措施已取得初步效果。
1	今年春晚由旭日阳刚演唱的《春天里》抒发了农民工的理想，这些农民工在陌生的城市里虽然劳累辛苦，但他们甘愿把汗水献给这座城市。
